bucket_start,bucket_end,symbol,scenario,event_count,avg_price,total_quantity,avg_ingestion_latency_ms,p95_ingestion_latency_ms,max_ingestion_latency_ms
2026-09-07 22:12:10+00,2026-09-07 22:12:20+00,AAPL,low,9,169.450000,4011,13.11,17,17
2026-09-07 22:12:10+00,2026-09-07 22:12:20+00,ABEV3,low,14,12.004286,4866,12.29,13,13
2026-09-07 22:12:10+00,2026-09-07 22:12:20+00,BBDC4,low,8,14.035000,4450,12.38,13,13
2026-09-07 22:12:10+00,2026-09-07 22:12:20+00,BOVA11,low,9,125.064444,3336,12.56,13,13
2026-09-07 22:12:10+00,2026-09-07 22:12:20+00,BTC-USD,low,7,65118.680000,4528,12.57,13,13
2026-09-07 22:12:10+00,2026-09-07 22:12:20+00,ITUB4,low,12,34.031667,6125,13.50,24,24
2026-09-07 22:12:10+00,2026-09-07 22:12:20+00,MGLU3,low,7,2.008571,4299,12.57,13,13
2026-09-07 22:12:10+00,2026-09-07 22:12:20+00,MSFT,low,10,420.403000,5040,12.60,14,14
2026-09-07 22:12:10+00,2026-09-07 22:12:20+00,PETR4,low,13,37.860000,4622,12.54,14,14
2026-09-07 22:12:10+00,2026-09-07 22:12:20+00,VALE3,low,11,61.890909,5668,12.82,17,17
2026-09-07 22:12:20+00,2026-09-07 22:12:30+00,AAPL,low,10,170.552000,4004,12.20,13,13
2026-09-07 22:12:20+00,2026-09-07 22:12:30+00,ABEV3,low,11,12.000909,5104,12.73,15,15
2026-09-07 22:12:20+00,2026-09-07 22:12:30+00,BBDC4,low,12,13.981667,7979,12.33,13,13
2026-09-07 22:12:20+00,2026-09-07 22:12:30+00,BOVA11,low,13,124.903077,4660,12.31,13,13
2026-09-07 22:12:20+00,2026-09-07 22:12:30+00,BTC-USD,low,11,64849.397273,4101,12.27,13,13
2026-09-07 22:12:20+00,2026-09-07 22:12:30+00,ITUB4,low,11,33.990000,5822,12.27,13,13
2026-09-07 22:12:20+00,2026-09-07 22:12:30+00,MGLU3,low,6,2.008333,3132,12.50,13,13
2026-09-07 22:12:20+00,2026-09-07 22:12:30+00,MSFT,low,7,420.005714,3243,12.71,13,13
2026-09-07 22:12:20+00,2026-09-07 22:12:30+00,PETR4,low,13,37.992308,5752,12.31,13,13
2026-09-07 22:12:20+00,2026-09-07 22:12:30+00,VALE3,low,6,62.381667,3397,12.17,13,13
2026-09-07 22:12:30+00,2026-09-07 22:12:40+00,AAPL,low,11,169.457273,4387,12.00,13,13
2026-09-07 22:12:30+00,2026-09-07 22:12:40+00,ABEV3,low,10,11.974000,4915,12.20,13,13
2026-09-07 22:12:30+00,2026-09-07 22:12:40+00,BBDC4,low,10,13.911000,6856,12.10,13,13
2026-09-07 22:12:30+00,2026-09-07 22:12:40+00,BOVA11,low,9,125.728889,4736,12.22,13,13
2026-09-07 22:12:30+00,2026-09-07 22:12:40+00,BTC-USD,low,13,64638.759231,5691,12.15,13,13
2026-09-07 22:12:30+00,2026-09-07 22:12:40+00,ITUB4,low,10,34.063000,5258,12.60,15,15
2026-09-07 22:12:30+00,2026-09-07 22:12:40+00,MGLU3,low,10,1.993000,5977,12.20,13,13
2026-09-07 22:12:30+00,2026-09-07 22:12:40+00,MSFT,low,8,419.433750,5407,11.88,13,13
2026-09-07 22:12:30+00,2026-09-07 22:12:40+00,PETR4,low,11,38.115455,5935,12.18,13,13
2026-09-07 22:12:30+00,2026-09-07 22:12:40+00,VALE3,low,8,62.118750,4644,12.38,13,13
2026-09-07 22:12:40+00,2026-09-07 22:12:50+00,AAPL,low,9,170.114444,4016,12.44,16,16
2026-09-07 22:12:40+00,2026-09-07 22:12:50+00,ABEV3,low,15,11.992000,8130,12.33,15,15
2026-09-07 22:12:40+00,2026-09-07 22:12:50+00,BBDC4,low,7,14.057143,3625,12.00,12,12
2026-09-07 22:12:40+00,2026-09-07 22:12:50+00,BOVA11,low,11,125.216364,4720,12.18,13,13
2026-09-07 22:12:40+00,2026-09-07 22:12:50+00,BTC-USD,low,6,65400.011667,2819,12.17,13,13
2026-09-07 22:12:40+00,2026-09-07 22:12:50+00,ITUB4,low,9,34.060000,4605,12.11,13,13
2026-09-07 22:12:40+00,2026-09-07 22:12:50+00,MGLU3,low,12,2.001667,5966,12.08,13,13
2026-09-07 22:12:40+00,2026-09-07 22:12:50+00,MSFT,low,9,420.264444,5357,12.11,14,14
2026-09-07 22:12:40+00,2026-09-07 22:12:50+00,PETR4,low,11,37.938182,5460,12.00,13,13
2026-09-07 22:12:40+00,2026-09-07 22:12:50+00,VALE3,low,11,61.987273,4787,12.00,13,13
2026-09-07 22:12:50+00,2026-09-07 22:13:00+00,AAPL,low,10,170.476000,6692,12.30,14,14
2026-09-07 22:12:50+00,2026-09-07 22:13:00+00,ABEV3,low,14,11.967143,8786,12.43,14,14
2026-09-07 22:12:50+00,2026-09-07 22:13:00+00,BBDC4,low,7,13.968571,3426,12.14,13,13
2026-09-07 22:12:50+00,2026-09-07 22:13:00+00,BOVA11,low,11,124.722727,6458,12.36,13,13
2026-09-07 22:12:50+00,2026-09-07 22:13:00+00,BTC-USD,low,8,65012.467500,5381,11.88,13,13
2026-09-07 22:12:50+00,2026-09-07 22:13:00+00,ITUB4,low,9,34.033333,4043,12.56,13,13
2026-09-07 22:12:50+00,2026-09-07 22:13:00+00,MGLU3,low,9,1.996667,4345,12.11,13,13
2026-09-07 22:12:50+00,2026-09-07 22:13:00+00,MSFT,low,4,419.907500,1312,12.00,12,12
2026-09-07 22:12:50+00,2026-09-07 22:13:00+00,PETR4,low,7,37.880000,4343,12.29,13,13
2026-09-07 22:12:50+00,2026-09-07 22:13:00+00,VALE3,low,21,61.914762,10970,12.48,13,13
2026-09-07 22:13:00+00,2026-09-07 22:13:10+00,AAPL,low,7,170.457143,3122,12.43,13,13
2026-09-07 22:13:00+00,2026-09-07 22:13:10+00,ABEV3,low,7,12.030000,3122,12.43,13,13
2026-09-07 22:13:00+00,2026-09-07 22:13:10+00,BBDC4,low,6,13.911667,3088,12.17,13,13
2026-09-07 22:13:00+00,2026-09-07 22:13:10+00,BOVA11,low,8,124.152500,3596,12.38,13,13
2026-09-07 22:13:00+00,2026-09-07 22:13:10+00,BTC-USD,low,9,64982.812222,4650,12.33,13,13
2026-09-07 22:13:00+00,2026-09-07 22:13:10+00,ITUB4,low,9,34.081111,4331,12.33,13,13
2026-09-07 22:13:00+00,2026-09-07 22:13:10+00,MGLU3,low,6,2.008333,3047,12.33,13,13
2026-09-07 22:13:00+00,2026-09-07 22:13:10+00,MSFT,low,10,421.160000,5125,12.50,13,13
2026-09-07 22:13:00+00,2026-09-07 22:13:10+00,PETR4,low,11,38.086364,4767,12.55,13,13
2026-09-07 22:13:00+00,2026-09-07 22:13:10+00,VALE3,low,9,61.928889,5977,12.00,12,12
2026-09-07 22:14:00+00,2026-09-07 22:14:10+00,AAPL,medium,45,169.762000,21822,9.22,13,58
2026-09-07 22:14:00+00,2026-09-07 22:14:10+00,ABEV3,medium,47,11.993830,20154,7.98,12,12
2026-09-07 22:14:00+00,2026-09-07 22:14:10+00,BBDC4,medium,32,14.023438,15379,6.63,12,16
2026-09-07 22:14:00+00,2026-09-07 22:14:10+00,BOVA11,medium,46,125.344783,21254,8.67,13,41
2026-09-07 22:14:00+00,2026-09-07 22:14:10+00,BTC-USD,medium,35,65068.973429,17432,6.54,29,32
2026-09-07 22:14:00+00,2026-09-07 22:14:10+00,ITUB4,medium,36,34.046667,16750,7.42,12,13
2026-09-07 22:14:00+00,2026-09-07 22:14:10+00,MGLU3,medium,44,2.002500,19202,8.25,13,13
2026-09-07 22:14:00+00,2026-09-07 22:14:10+00,MSFT,medium,43,420.265349,20089,8.84,12,78
2026-09-07 22:14:00+00,2026-09-07 22:14:10+00,PETR4,medium,34,38.086765,15229,10.21,39,88
2026-09-07 22:14:00+00,2026-09-07 22:14:10+00,VALE3,medium,32,61.977500,12634,6.97,17,19
2026-09-07 22:14:10+00,2026-09-07 22:14:20+00,AAPL,medium,96,169.855625,47413,8.29,12,23
2026-09-07 22:14:10+00,2026-09-07 22:14:20+00,ABEV3,medium,117,12.009145,58134,8.42,13,98
2026-09-07 22:14:10+00,2026-09-07 22:14:20+00,BBDC4,medium,86,14.015930,41602,9.24,13,79
2026-09-07 22:14:10+00,2026-09-07 22:14:20+00,BOVA11,medium,117,124.942735,54636,7.68,12,51
2026-09-07 22:14:10+00,2026-09-07 22:14:20+00,BTC-USD,medium,101,65020.254950,49516,7.98,13,61
2026-09-07 22:14:10+00,2026-09-07 22:14:20+00,ITUB4,medium,81,34.004321,38262,7.23,12,25
2026-09-07 22:14:10+00,2026-09-07 22:14:20+00,MGLU3,medium,95,2.002632,46588,7.44,12,19
2026-09-07 22:14:10+00,2026-09-07 22:14:20+00,MSFT,medium,102,420.530294,46818,7.91,12,42
2026-09-07 22:14:10+00,2026-09-07 22:14:20+00,PETR4,medium,95,38.001474,38666,8.89,21,89
2026-09-07 22:14:10+00,2026-09-07 22:14:20+00,VALE3,medium,109,61.957615,58163,7.07,12,14
2026-09-07 22:14:20+00,2026-09-07 22:14:30+00,AAPL,medium,111,170.015225,58838,7.83,13,82
2026-09-07 22:14:20+00,2026-09-07 22:14:30+00,ABEV3,medium,110,11.980455,51221,8.93,13,80
2026-09-07 22:14:20+00,2026-09-07 22:14:30+00,BBDC4,medium,92,13.985761,47757,9.33,13,70
2026-09-07 22:14:20+00,2026-09-07 22:14:30+00,BOVA11,medium,108,124.824167,56312,8.56,13,72
2026-09-07 22:14:20+00,2026-09-07 22:14:30+00,BTC-USD,medium,102,64936.537255,48877,9.32,21,50
2026-09-07 22:14:20+00,2026-09-07 22:14:30+00,ITUB4,medium,126,34.014286,63776,7.59,13,59
2026-09-07 22:14:20+00,2026-09-07 22:14:30+00,MGLU3,medium,96,2.001771,47983,8.36,13,40
2026-09-07 22:14:20+00,2026-09-07 22:14:30+00,MSFT,medium,88,420.324659,41724,9.14,21,89
2026-09-07 22:14:20+00,2026-09-07 22:14:30+00,PETR4,medium,76,38.067105,37910,7.18,13,52
2026-09-07 22:14:20+00,2026-09-07 22:14:30+00,VALE3,medium,86,61.931977,37053,7.26,13,22
2026-09-07 22:14:30+00,2026-09-07 22:14:40+00,AAPL,medium,106,169.987830,55644,8.78,13,72
2026-09-07 22:14:30+00,2026-09-07 22:14:40+00,ABEV3,medium,109,12.009083,50694,7.38,13,54
2026-09-07 22:14:30+00,2026-09-07 22:14:40+00,BBDC4,medium,82,14.014268,42120,9.46,13,92
2026-09-07 22:14:30+00,2026-09-07 22:14:40+00,BOVA11,medium,104,124.933750,54877,6.69,13,19
2026-09-07 22:14:30+00,2026-09-07 22:14:40+00,BTC-USD,medium,103,65000.972136,49778,8.90,13,62
2026-09-07 22:14:30+00,2026-09-07 22:14:40+00,ITUB4,medium,95,34.003368,48248,7.08,13,13
2026-09-07 22:14:30+00,2026-09-07 22:14:40+00,MGLU3,medium,106,2.003302,54264,7.76,13,64
2026-09-07 22:14:30+00,2026-09-07 22:14:40+00,MSFT,medium,90,420.410333,46050,9.16,13,82
2026-09-07 22:14:30+00,2026-09-07 22:14:40+00,PETR4,medium,101,37.966040,50207,8.59,14,42
2026-09-07 22:14:30+00,2026-09-07 22:14:40+00,VALE3,medium,106,61.943585,59300,7.61,13,14
2026-09-07 22:14:40+00,2026-09-07 22:14:50+00,AAPL,medium,100,170.209300,49595,6.60,13,41
2026-09-07 22:14:40+00,2026-09-07 22:14:50+00,ABEV3,medium,100,12.008300,55960,8.50,15,52
2026-09-07 22:14:40+00,2026-09-07 22:14:50+00,BBDC4,medium,95,13.998842,48889,8.84,21,41
2026-09-07 22:14:40+00,2026-09-07 22:14:50+00,BOVA11,medium,88,124.937386,46137,8.55,13,47
2026-09-07 22:14:40+00,2026-09-07 22:14:50+00,BTC-USD,medium,113,65038.239558,58205,7.81,13,52
2026-09-07 22:14:40+00,2026-09-07 22:14:50+00,ITUB4,medium,92,34.001196,44780,8.11,13,14
2026-09-07 22:14:40+00,2026-09-07 22:14:50+00,MGLU3,medium,103,1.997282,54357,8.37,13,42
2026-09-07 22:14:40+00,2026-09-07 22:14:50+00,MSFT,medium,102,420.064216,53749,8.08,13,27
2026-09-07 22:14:40+00,2026-09-07 22:14:50+00,PETR4,medium,102,37.987451,51148,7.75,13,35
2026-09-07 22:14:40+00,2026-09-07 22:14:50+00,VALE3,medium,109,61.935505,48926,6.94,13,21
2026-09-07 22:14:50+00,2026-09-07 22:15:00+00,AAPL,medium,110,170.199364,51614,7.61,13,40
2026-09-07 22:14:50+00,2026-09-07 22:15:00+00,ABEV3,medium,96,11.985417,48996,9.19,21,56
2026-09-07 22:14:50+00,2026-09-07 22:15:00+00,BBDC4,medium,105,13.980762,52693,7.70,13,61
2026-09-07 22:14:50+00,2026-09-07 22:15:00+00,BOVA11,medium,94,125.032766,45361,8.10,13,55
2026-09-07 22:14:50+00,2026-09-07 22:15:00+00,BTC-USD,medium,94,64968.264787,49661,7.41,13,35
2026-09-07 22:14:50+00,2026-09-07 22:15:00+00,ITUB4,medium,98,34.015204,48287,6.99,13,16
2026-09-07 22:14:50+00,2026-09-07 22:15:00+00,MGLU3,medium,98,2.001122,49428,8.31,16,51
2026-09-07 22:14:50+00,2026-09-07 22:15:00+00,MSFT,medium,118,420.415254,54854,8.20,13,28
2026-09-07 22:14:50+00,2026-09-07 22:15:00+00,PETR4,medium,96,38.029479,48379,8.38,21,46
2026-09-07 22:14:50+00,2026-09-07 22:15:00+00,VALE3,medium,93,61.976237,44711,7.35,13,13
2026-09-07 22:15:00+00,2026-09-07 22:15:10+00,AAPL,medium,105,169.840476,53328,7.68,13,59
2026-09-07 22:15:00+00,2026-09-07 22:15:10+00,ABEV3,medium,95,11.998737,40298,6.79,12,37
2026-09-07 22:15:00+00,2026-09-07 22:15:10+00,BBDC4,medium,98,14.006633,48666,8.69,22,41
2026-09-07 22:15:00+00,2026-09-07 22:15:10+00,BOVA11,medium,103,124.861942,54345,8.22,12,18
2026-09-07 22:15:00+00,2026-09-07 22:15:10+00,BTC-USD,medium,107,65026.022991,57029,6.96,12,28
2026-09-07 22:15:00+00,2026-09-07 22:15:10+00,ITUB4,medium,87,33.971724,45703,7.56,13,14
2026-09-07 22:15:00+00,2026-09-07 22:15:10+00,MGLU3,medium,105,1.995810,55041,7.71,13,50
2026-09-07 22:15:00+00,2026-09-07 22:15:10+00,MSFT,medium,108,420.300278,59016,8.69,13,46
2026-09-07 22:15:00+00,2026-09-07 22:15:10+00,PETR4,medium,89,37.984831,43152,7.37,13,17
2026-09-07 22:15:00+00,2026-09-07 22:15:10+00,VALE3,medium,96,61.986563,47768,7.41,13,13
2026-09-07 22:15:10+00,2026-09-07 22:15:20+00,AAPL,medium,106,169.986792,53284,9.49,25,60
2026-09-07 22:15:10+00,2026-09-07 22:15:20+00,ABEV3,medium,85,11.999647,48694,8.72,29,45
2026-09-07 22:15:10+00,2026-09-07 22:15:20+00,BBDC4,medium,103,13.997087,52805,8.13,13,69
2026-09-07 22:15:10+00,2026-09-07 22:15:20+00,BOVA11,medium,93,125.031828,46570,9.26,13,50
2026-09-07 22:15:10+00,2026-09-07 22:15:20+00,BTC-USD,medium,97,65056.773093,51618,8.85,13,38
2026-09-07 22:15:10+00,2026-09-07 22:15:20+00,ITUB4,medium,101,33.984257,50165,6.13,13,13
2026-09-07 22:15:10+00,2026-09-07 22:15:20+00,MGLU3,medium,103,1.999515,52065,7.58,13,35
2026-09-07 22:15:10+00,2026-09-07 22:15:20+00,MSFT,medium,85,419.624235,44271,6.81,13,14
2026-09-07 22:15:10+00,2026-09-07 22:15:20+00,PETR4,medium,113,38.043982,55384,7.42,13,48
2026-09-07 22:15:10+00,2026-09-07 22:15:20+00,VALE3,medium,116,61.969397,52540,7.84,13,14
2026-09-07 22:15:20+00,2026-09-07 22:15:30+00,AAPL,medium,109,169.912202,52792,6.45,12,27
2026-09-07 22:15:20+00,2026-09-07 22:15:30+00,ABEV3,medium,105,12.019333,49997,7.87,13,54
2026-09-07 22:15:20+00,2026-09-07 22:15:30+00,BBDC4,medium,105,13.997143,52955,8.05,13,23
2026-09-07 22:15:20+00,2026-09-07 22:15:30+00,BOVA11,medium,104,124.786058,56858,7.03,13,49
2026-09-07 22:15:20+00,2026-09-07 22:15:30+00,BTC-USD,medium,113,65057.322743,59981,8.10,13,43
2026-09-07 22:15:20+00,2026-09-07 22:15:30+00,ITUB4,medium,95,34.000947,45239,7.64,12,14
2026-09-07 22:15:20+00,2026-09-07 22:15:30+00,MGLU3,medium,90,1.995556,43360,7.87,13,27
2026-09-07 22:15:20+00,2026-09-07 22:15:30+00,MSFT,medium,85,420.459176,45652,9.95,35,45
2026-09-07 22:15:20+00,2026-09-07 22:15:30+00,PETR4,medium,99,37.979091,53689,8.15,13,59
2026-09-07 22:15:20+00,2026-09-07 22:15:30+00,VALE3,medium,97,62.049897,47957,6.37,12,13
2026-09-07 22:15:30+00,2026-09-07 22:15:40+00,AAPL,medium,97,169.764845,50635,8.15,13,43
2026-09-07 22:15:30+00,2026-09-07 22:15:40+00,ABEV3,medium,96,11.998021,49257,7.97,13,13
2026-09-07 22:15:30+00,2026-09-07 22:15:40+00,BBDC4,medium,84,14.022976,44294,8.18,14,52
2026-09-07 22:15:30+00,2026-09-07 22:15:40+00,BOVA11,medium,107,124.889252,54569,7.20,13,36
2026-09-07 22:15:30+00,2026-09-07 22:15:40+00,BTC-USD,medium,107,64927.352991,50318,7.46,13,51
2026-09-07 22:15:30+00,2026-09-07 22:15:40+00,ITUB4,medium,86,33.998953,44089,6.90,12,13
2026-09-07 22:15:30+00,2026-09-07 22:15:40+00,MGLU3,medium,98,2.001735,46703,7.53,13,21
2026-09-07 22:15:30+00,2026-09-07 22:15:40+00,MSFT,medium,113,420.734248,52487,7.47,13,33
2026-09-07 22:15:30+00,2026-09-07 22:15:40+00,PETR4,medium,108,37.997500,54238,7.71,13,23
2026-09-07 22:15:30+00,2026-09-07 22:15:40+00,VALE3,medium,108,62.095000,52446,6.41,12,13
2026-09-07 22:15:40+00,2026-09-07 22:15:50+00,AAPL,medium,122,169.879918,60783,24.14,147,356
2026-09-07 22:15:40+00,2026-09-07 22:15:50+00,ABEV3,medium,97,11.988454,49068,10.81,13,276
2026-09-07 22:15:40+00,2026-09-07 22:15:50+00,BBDC4,medium,99,13.995657,47847,12.19,13,395
2026-09-07 22:15:40+00,2026-09-07 22:15:50+00,BOVA11,medium,87,124.993218,44954,24.49,97,385
2026-09-07 22:15:40+00,2026-09-07 22:15:50+00,BTC-USD,medium,110,65066.776727,58879,9.97,12,207
2026-09-07 22:15:40+00,2026-09-07 22:15:50+00,ITUB4,medium,102,33.980490,49066,6.85,12,23
2026-09-07 22:15:40+00,2026-09-07 22:15:50+00,MGLU3,medium,94,2.002872,50573,9.48,21,177
2026-09-07 22:15:40+00,2026-09-07 22:15:50+00,MSFT,medium,90,419.918667,41384,15.01,37,336
2026-09-07 22:15:40+00,2026-09-07 22:15:50+00,PETR4,medium,104,37.952019,54850,16.60,62,247
2026-09-07 22:15:40+00,2026-09-07 22:15:50+00,VALE3,medium,87,61.971494,42923,6.53,12,13
2026-09-07 22:15:50+00,2026-09-07 22:16:00+00,AAPL,medium,102,170.282843,52992,9.88,16,132
2026-09-07 22:15:50+00,2026-09-07 22:16:00+00,ABEV3,medium,81,12.028519,37603,8.22,14,60
2026-09-07 22:15:50+00,2026-09-07 22:16:00+00,BBDC4,medium,122,13.996557,63175,8.84,14,112
2026-09-07 22:15:50+00,2026-09-07 22:16:00+00,BOVA11,medium,98,124.980204,47879,8.39,13,72
2026-09-07 22:15:50+00,2026-09-07 22:16:00+00,BTC-USD,medium,104,65040.956346,49993,8.92,13,63
2026-09-07 22:15:50+00,2026-09-07 22:16:00+00,ITUB4,medium,97,34.003196,48286,7.29,13,20
2026-09-07 22:15:50+00,2026-09-07 22:16:00+00,MGLU3,medium,96,1.999688,43376,8.25,13,122
2026-09-07 22:15:50+00,2026-09-07 22:16:00+00,MSFT,medium,103,419.901165,47493,9.62,24,92
2026-09-07 22:15:50+00,2026-09-07 22:16:00+00,PETR4,medium,103,38.013204,54081,8.40,13,102
2026-09-07 22:15:50+00,2026-09-07 22:16:00+00,VALE3,medium,96,62.075313,50940,8.09,13,60
2026-09-07 22:16:00+00,2026-09-07 22:16:10+00,AAPL,medium,116,169.986897,58310,8.41,13,63
2026-09-07 22:16:00+00,2026-09-07 22:16:10+00,ABEV3,medium,102,11.997353,56254,8.68,17,50
2026-09-07 22:16:00+00,2026-09-07 22:16:10+00,BBDC4,medium,100,13.986300,49389,7.92,13,39
2026-09-07 22:16:00+00,2026-09-07 22:16:10+00,BOVA11,medium,81,125.048519,40606,7.88,15,43
2026-09-07 22:16:00+00,2026-09-07 22:16:10+00,BTC-USD,medium,96,65055.833438,53710,9.13,28,49
2026-09-07 22:16:00+00,2026-09-07 22:16:10+00,ITUB4,medium,88,33.979432,38512,7.14,13,18
2026-09-07 22:16:00+00,2026-09-07 22:16:10+00,MGLU3,medium,105,1.998571,49335,7.20,13,18
2026-09-07 22:16:00+00,2026-09-07 22:16:10+00,MSFT,medium,107,419.676355,53333,9.21,14,83
2026-09-07 22:16:00+00,2026-09-07 22:16:10+00,PETR4,medium,112,38.020268,57014,10.52,27,73
2026-09-07 22:16:00+00,2026-09-07 22:16:10+00,VALE3,medium,96,61.953125,43137,8.17,13,35
2026-09-07 22:16:10+00,2026-09-07 22:16:20+00,AAPL,medium,85,170.094941,46999,7.36,13,23
2026-09-07 22:16:10+00,2026-09-07 22:16:20+00,ABEV3,medium,113,11.985310,56361,7.57,13,40
2026-09-07 22:16:10+00,2026-09-07 22:16:20+00,BBDC4,medium,102,13.992843,49634,9.10,17,65
2026-09-07 22:16:10+00,2026-09-07 22:16:20+00,BOVA11,medium,101,125.072376,53669,7.93,13,59
2026-09-07 22:16:10+00,2026-09-07 22:16:20+00,BTC-USD,medium,90,64970.743778,40018,7.46,13,33
2026-09-07 22:16:10+00,2026-09-07 22:16:20+00,ITUB4,medium,104,34.057308,53808,7.05,13,21
2026-09-07 22:16:10+00,2026-09-07 22:16:20+00,MGLU3,medium,114,1.998158,56024,7.93,13,53
2026-09-07 22:16:10+00,2026-09-07 22:16:20+00,MSFT,medium,94,420.012660,47961,8.07,25,62
2026-09-07 22:16:10+00,2026-09-07 22:16:20+00,PETR4,medium,86,38.006860,45018,8.15,15,52
2026-09-07 22:16:10+00,2026-09-07 22:16:20+00,VALE3,medium,114,62.009912,58731,7.54,12,34
2026-09-07 22:16:20+00,2026-09-07 22:16:30+00,AAPL,medium,89,170.027528,44077,8.66,28,60
2026-09-07 22:16:20+00,2026-09-07 22:16:30+00,ABEV3,medium,98,12.014898,51339,8.83,13,48
2026-09-07 22:16:20+00,2026-09-07 22:16:30+00,BBDC4,medium,121,13.987851,60939,9.46,13,69
2026-09-07 22:16:20+00,2026-09-07 22:16:30+00,BOVA11,medium,104,124.995673,47485,8.07,13,58
2026-09-07 22:16:20+00,2026-09-07 22:16:30+00,BTC-USD,medium,98,65007.002551,47076,9.52,24,68
2026-09-07 22:16:20+00,2026-09-07 22:16:30+00,ITUB4,medium,106,33.932170,51348,8.30,13,14
2026-09-07 22:16:20+00,2026-09-07 22:16:30+00,MGLU3,medium,81,1.997160,39843,7.35,13,31
2026-09-07 22:16:20+00,2026-09-07 22:16:30+00,MSFT,medium,91,419.664396,45559,6.46,14,38
2026-09-07 22:16:20+00,2026-09-07 22:16:30+00,PETR4,medium,105,37.962667,50096,7.21,13,30
2026-09-07 22:16:20+00,2026-09-07 22:16:30+00,VALE3,medium,99,62.044949,46542,6.68,13,13
2026-09-07 22:16:30+00,2026-09-07 22:16:40+00,AAPL,medium,84,169.966190,41511,7.25,13,24
2026-09-07 22:16:30+00,2026-09-07 22:16:40+00,ABEV3,medium,102,12.004902,56127,10.33,26,66
2026-09-07 22:16:30+00,2026-09-07 22:16:40+00,BBDC4,medium,105,13.977238,53662,7.92,13,77
2026-09-07 22:16:30+00,2026-09-07 22:16:40+00,BOVA11,medium,107,124.941308,56303,9.36,13,67
2026-09-07 22:16:30+00,2026-09-07 22:16:40+00,BTC-USD,medium,109,65034.317615,50030,8.36,16,53
2026-09-07 22:16:30+00,2026-09-07 22:16:40+00,ITUB4,medium,97,33.980515,52787,6.81,13,13
2026-09-07 22:16:30+00,2026-09-07 22:16:40+00,MGLU3,medium,91,2.002527,44531,8.27,13,39
2026-09-07 22:16:30+00,2026-09-07 22:16:40+00,MSFT,medium,107,419.424393,50535,9.41,14,52
2026-09-07 22:16:30+00,2026-09-07 22:16:40+00,PETR4,medium,104,38.010288,50944,8.48,16,65
2026-09-07 22:16:30+00,2026-09-07 22:16:40+00,VALE3,medium,98,61.846531,49749,8.34,13,17
2026-09-07 22:16:40+00,2026-09-07 22:16:50+00,AAPL,medium,82,170.160244,39533,8.40,13,43
2026-09-07 22:16:40+00,2026-09-07 22:16:50+00,ABEV3,medium,100,11.994300,48855,8.48,13,51
2026-09-07 22:16:40+00,2026-09-07 22:16:50+00,BBDC4,medium,89,13.996067,50608,7.97,13,38
2026-09-07 22:16:40+00,2026-09-07 22:16:50+00,BOVA11,medium,108,124.974815,55065,8.41,20,44
2026-09-07 22:16:40+00,2026-09-07 22:16:50+00,BTC-USD,medium,90,64969.531222,46359,7.96,13,67
2026-09-07 22:16:40+00,2026-09-07 22:16:50+00,ITUB4,medium,88,34.006932,39628,7.69,13,14
2026-09-07 22:16:40+00,2026-09-07 22:16:50+00,MGLU3,medium,88,2.001136,42345,6.98,13,19
2026-09-07 22:16:40+00,2026-09-07 22:16:50+00,MSFT,medium,129,419.951395,60426,8.69,15,69
2026-09-07 22:16:40+00,2026-09-07 22:16:50+00,PETR4,medium,97,38.030619,46833,7.22,13,39
2026-09-07 22:16:40+00,2026-09-07 22:16:50+00,VALE3,medium,131,62.006641,71656,7.53,13,32
2026-09-07 22:16:50+00,2026-09-07 22:17:00+00,AAPL,medium,108,169.878056,50060,8.74,13,57
2026-09-07 22:16:50+00,2026-09-07 22:17:00+00,ABEV3,medium,1,12.120000,65,1.00,1,1
2026-09-07 22:16:50+00,2026-09-07 22:17:00+00,BBDC4,medium,2,14.050000,455,1.50,2,2
2026-09-07 22:16:50+00,2026-09-07 22:17:00+00,BOVA11,medium,3,126.323333,1266,4.33,11,11
2026-09-07 22:16:50+00,2026-09-07 22:17:00+00,BTC-USD,medium,2,64660.040000,1423,11.00,11,11
2026-09-07 22:16:50+00,2026-09-07 22:17:00+00,ITUB4,medium,95,33.945474,50351,7.11,13,13
2026-09-07 22:16:50+00,2026-09-07 22:17:00+00,MGLU3,medium,1,1.990000,719,11.00,11,11
2026-09-07 22:16:50+00,2026-09-07 22:17:00+00,MSFT,medium,99,419.940404,56389,7.93,27,60
2026-09-07 22:16:50+00,2026-09-07 22:17:00+00,PETR4,medium,97,37.981753,45976,8.00,13,63
2026-09-07 22:16:50+00,2026-09-07 22:17:00+00,VALE3,medium,100,61.914400,51484,6.51,12,20
2026-09-07 22:17:00+00,2026-09-07 22:17:10+00,AAPL,medium,96,169.869375,43652,9.28,22,63
2026-09-07 22:17:00+00,2026-09-07 22:17:10+00,ABEV3,medium,97,12.011134,55855,6.77,12,31
2026-09-07 22:17:00+00,2026-09-07 22:17:10+00,BBDC4,medium,92,14.021848,48415,7.49,13,51
2026-09-07 22:17:00+00,2026-09-07 22:17:10+00,BOVA11,medium,100,124.999800,48680,7.48,14,43
2026-09-07 22:17:00+00,2026-09-07 22:17:10+00,BTC-USD,medium,103,65015.055631,52627,8.44,13,53
2026-09-07 22:17:00+00,2026-09-07 22:17:10+00,ITUB4,medium,95,33.991158,47422,6.07,12,12
